Winning Horse Name,Sire Name,Race Date,Track,Purse,Race Name,Grade,"Speed
Rating","Class 
Rating",,,,
Florida Won,Birdstone,09-06-15,Presque Isle Downs,"$200,000",Presque Isle Mile S.,,97,119,,,,
Rockin the Bleu's,Rockport Harbor,09-06-15,Canterbury Park,"$60,000",Minnesota Distaff Sprint Championship S.,,96,115.1,,,,
Huasca,Tiz Wonderful,09-06-15,Gulfstream Park,"$75,000",Uanme S.,,95,118.8,,,,
She's Not Here,Street Cry (IRE),09-06-15,Del Mar,"$200,000",Yellow Ribbon H.,2,94,119.1,,,,
Elusive Collection,Elusive Quality,09-06-15,Woodbine,"$100,000",Etobicoke S.,,93,116.9,,,,
Sunny Ridge,Holy Bull,09-06-15,Monmouth Park,"$100,000",Sapling S.,,92,116.6,,,,
Bourbon County,Dehere,09-06-15,Canterbury Park,"$60,000",Crocrock Minnesota Sprint Championship S.,,89,114.5,,,,
Smooth Chiraz,Chitoz,09-06-15,Canterbury Park,"$80,000",Northern Lights Futurity,,85,112.5,,,,
Silver Magna,Magna Graduate,09-06-15,Canterbury Park,"$60,000",Glitter Star Minnesota Distaff Classic Championship S.,,83,115.1,,,,
Balk,Street Boss,09-06-15,Presque Isle Downs,"$75,000",Mark McDermott S.,,82,114.1,,,,
Hi Holiday,Harlan's Holiday,09-06-15,Monmouth Park,"$75,000",Sorority S.,,82,116.9,,,,
Johnny La Rue,Harlan's Holiday,09-06-15,Fort Erie,"$30,000",Puss n Boots Cup S.,,80,115,,,,
La Petite Cheri,Brave Victory,09-06-15,Canterbury Park,"$80,000",Northern Lights Debutante S.,,77,116.1,,,,
Ironicus,Distorted Humor,09-07-15,Saratoga,"$250,000",Bernard Baruch H.,2,104,120.7,,,,
Neck 'n Neck,Flower Alley,09-07-15,Parx Racing,"$200,000",Greenwood Cup S.,3,102,121.4,,,,
Big Macher,Beau Genius,09-07-15,Del Mar,"$80,000",Pirate's Bounty S.,,102,120.7,,,,
Killin Me Smalls,Marcavelly,09-07-15,Northlands Park,"$75,000",Speed to Spare S.,,100,119.5,,,,
Pure Sensation,Zensational,09-07-15,Parx Racing,"$300,000",Turf Monster H.,3,99,118.2,,,,
Ralis,Square Eddie,09-07-15,Saratoga,"$350,000",Hopeful S.,1,98,119.4,,,,
Living The Life (IRE),Footstepsinthesand (GB),09-07-15,Presque Isle Downs,"$400,000",Presque Isle Downs Masters S.,2,98,119.7,,,,
Key to Power,A.P. Indy,09-07-15,Ellis Park,"$50,000",Cliff Guilliams H.,,95,118.3,,,,
Mei Ling,Empire Maker,09-07-15,Monmouth Park,"$75,000",Lighthouse S.,,95,118.4,,,,
Alert Bay,City Zip,09-07-15,Golden Gate Fields,"$50,000",Rolling Green S.,,95,120.1,,,,
Nyquist,Uncle Mo,09-07-15,Del Mar,"$300,000",Del Mar Futurity,1,94,121.4,,,,
Ol Winedrinker Who,Sligo Bay (IRE),09-07-15,Ruidoso Downs,"$100,000",Ruidoso Downs Thoroughbred Championship H.,,94,119.7,,,,
Richies Sweetheart,Bring the Heat,09-07-15,Parx Racing,"$200,000",Turf Amazon H.,,93,117.9,,,,
Jakaby Jade (GB),Royal Applause (GB),09-07-15,Del Mar,"$100,000",Del Mar Juvenile Fillies Turf S.,,89,117.1,,,,
Harp N Halo,Singing Saint,09-07-15,Woodbine,"$100,000",Avowal S.,,88,117,,,,
Mighty Fraser,Second in Command,09-07-15,Hastings Racecourse,"$60,000",CTHS Sales S.,,84,113.5,,,,
Sailingforthesun,Sungold,09-07-15,Hastings Racecourse,"$60,000",CTHS Sales S.,,78,114.4,,,,
Fear of the Cat,Abraaj,09-07-15,Hastings Racecourse,"$60,000",CTHS Sales S.,,74,112.1,,,,
Princess Katie,Finality,09-07-15,Hastings Racecourse,"$60,000",CTHS Sales S.,,70,113.5,,,,
Courtier,Pioneerof the Nile,09-09-15,Indiana Grand,"$200,000",Centaur S.,,94,117.9,,,,
Tiger Ride,Candy Ride (ARG),09-09-15,Indiana Grand,"$200,000",Indiana Grand S.,,93,117.7,,,,
Lady Fog Horn,Zavata,09-09-15,Indiana Grand,"$85,000",Florence Henderson S.,,90,118.4,,,,
Needmore Cash,Saintly Look,09-09-15,Indiana Grand,"$85,000",A. J. Foyt S.,,87,115.4,,,,
Dr. Fager's Gal,Wild Desert,09-10-15,Los Alamitos TB,"$75,000",Beverly J. Lewis S.,,93,118.3,,,,
Miss Ella,Exchange Rate,09-11-15,Belmont Park,"$100,000",Christiecat S.,,97,117.2,,,,
Okie Ride,Candy Ride (ARG),09-11-15,Remington Park,"$50,000",Remington Park Turf Sprint S.,,93,117.3,,,,
Perfect Step,Congrats,09-11-15,Gulfstream Park,"$75,000",Hard Worker S.,,90,116.9,,,,
Onepointtwentyone,E Dubai,09-12-15,Delaware Park,"$75,000",First State Dash S.,,104,117,,,,
Ambitious Brew,Tizbud,09-12-15,Los Alamitos TB,"$75,000",E.B. Johnston S.,,103,119.5,,,,
Sentiero Italia,Medaglia d'Oro,09-12-15,Belmont Park,"$500,000",Sands Point S.,2,103,121.1,,,,
Candy Ruby,Candy Ride (ARG),09-12-15,Canterbury Park,"$40,000",H. B. P. A. Sprint S.,,102,119.1,,,,
East Hall,Graeme Hall,09-12-15,Gulfstream Park,"$75,000",Sensitive Prince S.,,102,119.5,,,,
Ain't Got Time,Roman Ruler,09-12-15,Delaware Park,"$75,000",DTHA Governors Day S.,,101,119.6,,,,
Fox Rules,Roman Ruler,09-12-15,Finger Lakes,"$50,000",Genesee Valley Breeders' S.,,101,118.5,,,,
Frivolous,Empire Maker,09-12-15,Churchill Downs,"$100,000",Locust Grove S.,,100,121.8,,,,
Mobile Bay,Lone Star Special,09-12-15,Louisiana Downs,"$400,000",Super Derby,2,100,119.1,,,,
He's Comin in Hot,Early Flyer,09-12-15,Retama Park,"$75,000",My Dandy Division of the Clarence Scharbauer Jr. Texas Stallion S.,,99,117,,,,
Catch a Glimpse,City Zip,09-12-15,Woodbine,"$200,000",Natalma S.,2,98,119.7,,,,
Spelling Again,Awesome Again,09-12-15,Churchill Downs,"$100,000",Open Mind S.,,97,118.4,,,,
Cage Fighter,Closing Argument,09-12-15,Parx Racing,"$200,000",PTHA President's Cup S.,,97,118.3,,,,
Galiana,Stonesider,09-12-15,Delaware Park,"$75,000",Tax Free Shopping Distaff S.,,97,118.6,,,,
String King,Crowned King,09-12-15,Louisiana Downs,"$75,000",Unbridled S.,,96,117.8,,,,
Interrupted,Broken Vow,09-12-15,Laurel Park,"$150,000",Lady Baltimore S.,,95,118.9,,,,
Chubble Maker,Hey Chub,09-12-15,Monmouth Park,"$60,000",New Jersey Breeders H.,,95,118.5,,,,
Cocked and Loaded,Colonel John,09-12-15,Churchill Downs,"$150,000",Iroquois S.,3,94,119,,,,
Ruby Notion,Great Notion,09-12-15,Laurel Park,"$75,000",Selima S.,,94,117.3,,,,
Conquest Daddyo,Scat Daddy,09-12-15,Woodbine,"$200,000",Summer S.,2,94,118.9,,,,
Fuzzy Muzzle,Closing Argument,09-12-15,Monmouth Park,"$60,000",Charles Hesse III H.,,93,117.9,,,,
Haunted Heroine,Ghostzapper,09-12-15,Louisiana Downs,"$75,000",River Cities S.,,92,116.4,,,,
Tacticus,A.P. Indy,09-12-15,Belmont Park,"$200,000",Temperence Hill Invitational S.,,91,121.7,,,,
Special U F O,Special Rate,09-12-15,Retama Park,"$50,000",Texas Horse Racing Hall of Fame S.,,90,116.6,,,,
Dothraki Queen,Pure Prize,09-12-15,Churchill Downs,"$200,000",Pocahontas S.,2,89,117.6,,,,
Coach Fridge,Love of Money,09-12-15,Delaware Park,"$75,000",New Castle S.,,88,113.2,,,,
Diabolical Dame,Diabolical,09-12-15,Albuquerque,"$55,000",Casino at the Downs H.,,87,116.2,,,,
I Am Jane Dough,My Golden Song,09-12-15,Retama Park,"$50,000",Fiesta Mile S.,,87,115.5,,,,
Spring to the Sky,Langfuhr,09-12-15,Laurel Park,"$100,000",Laurel Dash S.,,87,119,,,,
Lookout Sister,Giant's Causeway,09-12-15,Delaware Park,"$75,000",Small Wonder S.,,87,115.1,,,,
Empress Maker,Empire Maker,09-12-15,Delaware Park,"$75,000",George Rosenberger Memorial S.,,85,114.8,,,,
Stiffed,Stephen Got Even,09-12-15,Monmouth Park,"$60,000",Jersey Girl H.,,84,116.8,,,,
Formal Summation,In Summation,09-12-15,Laurel Park,"$75,000",Laurel Futurity,,83,115.4,,,,
Our Rapidash,Half Ours,09-12-15,Louisiana Downs,"$100,000",Louisiana Stallion S.,,83,114.3,,,,
Stormation,Stormy Atlantic,09-12-15,Canterbury Park,"$75,000",Shakopee Juvenile S.,,82,115,,,,
Too Much Prada,Too Much Bling,09-12-15,Retama Park,"$75,000",Darby's Daughter Division of the Clarence Scharbauer Jr. Texas Stallion S.,,79,113,,,,
My Pardner Cal,Big Atlantic,09-12-15,Belterra Park,"$75,000",Loyalty S.,,78,113.4,,,,
Uncle Brennie,Uncle Mo,09-12-15,Louisiana Downs,"$75,000",Sunday Silence S.,,78,114.3,,,,
Saritta,Indygo Shiner,09-12-15,Louisiana Downs,"$75,000",Happy Ticket S.,,75,113.7,,,,
Ten Crowns,Tenpins,09-12-15,Louisiana Downs,"$100,000",Louisiana Stallion S.,,67,109.1,,,,
Ready for Rye,City Zip,09-13-15,Belmont Park,"$100,000",Allied Forces S.,,106,120.1,,,,
Strut the Course,Strut the Stage,09-13-15,Woodbine,"$300,000",Canadian S.,2,100,119.4,,,,
Interpol,English Channel,09-13-15,Woodbine,"$300,000",Northern Dancer Turf S.,1,98,119.9,,,,
Stacked Deck,First Samurai,09-13-15,Woodbine,"$150,000",Bold Venture S.,3,97,118.2,,,,
Stryker Phd,Bertrando,09-13-15,Emerald Downs,"$60,000",Muckleshoot Tribal Classic S.,,97,118.2,,,,
Mondialiste (IRE),Galileo (IRE),09-13-15,Woodbine,"$1,000,000",Woodbine Mile S.,1,97,121.4,,,,
Mt Veeder,Ghostzapper,09-13-15,Los Alamitos TB,"$75,000",Contender S.,,95,118.3,,,,
Forest Mouse,Teton Forest,09-13-15,Zia Park,"$55,000",Premier Cup H.,,94,118.5,,,,
Fear the Cowboy,Cowboy Cal,09-13-15,Gulfstream Park,"$75,000",Three Chopt Road S.,,92,116.8,,,,
Mach One Rules,Harbor the Gold,09-13-15,Emerald Downs,"$50,000",Captain Condo S.,,91,116.6,,,,
Redsolocup,Demon Warlock,09-13-15,Emerald Downs,"$50,000",Chinook Pass S.,,90,116.9,,,,
Touching Promise,Touch Gold,09-13-15,Hastings Racecourse,"$50,000",Delta Colleen H.,,88,117.1,,,,
Wine Stock,Johannesburg,09-13-15,Hastings Racecourse,"$50,000",Champions Starters Series Final H.,,87,113.9,,,,
Square Dancer,Circular Quay,09-13-15,Hastings Racecourse,"$50,000",S. W. Randall Plate H.,,86,116.9,,,,
Academic,Henny Hughes,09-13-15,Hastings Racecourse,"$250,000",British Columbia Derby,3,85,116.7,,,,
Hero's Amor,Street Hero,09-13-15,Hastings Racecourse,"$100,000",British Columbia Oaks,,85,116.7,,,,
Closing Intentions,Closing Argument,09-13-15,Hastings Racecourse,"$50,000",Champions Distaff Starter Series Final H.,,85,114.3,,,,
Madame Pele,Salt Lake,09-13-15,Emerald Downs,"$50,000",Comcast SportsNet S.,,82,115.7,,,,
Invested Prospect,Abraaj,09-13-15,Emerald Downs,"$50,000",Northwest Farms S.,,74,115.2,,,,
Da Big Hoss,Lemon Drop Kid,09-14-15,Kentucky Downs,"$600,000",Kentucky Turf Cup S.,3,98,121.1,,,,
Sweet Luca,Candy Ride (ARG),09-14-15,Kentucky Downs,"$300,000",Kentucky Downs Turf Dash S.,,97,119.6,,,,
Sky Treasure,Sky Mesa,09-14-15,Kentucky Downs,"$300,000",Kentucky Downs Ladies Sprint S.,,94,118.6,,,,
Closing Bell,Tapit,09-14-15,Kentucky Downs,"$300,000",Dueling Grounds Derby,,92,118.9,,,,
Kalamos,Empire Maker,09-16-15,Kentucky Downs,"$150,000",Old Friends S.,,92,119.6,,,,
Air Assault,Air Commander,09-18-15,Remington Park,"$50,000",Tishomingo S.,,90,112.7,,,,
Love That Jazz,Not for Love,09-18-15,Finger Lakes,"$115,749",Aspirant S.,,83,115.4,,,,
Zealous Vision,The Visualiser,09-18-15,Remington Park,"$50,000",Te Ata S.,,79,113.1,,,,
Gregorian Gold,Touch Gold,09-18-15,Finger Lakes,"$119,613",Lady Finger S.,,74,114.1,,,,
Frosted,Tapit,09-19-15,Parx Racing,"$1,000,000",Pennsylvania Derby,2,105,122.2,,,,
Recepta,Speightstown,09-19-15,Belmont Park,"$200,000",Noble Damsel S.,3,103,119.7,,,,
Wild Legend,Gold Legend,09-19-15,Northlands Park,"$50,000",Alberta Breeders' H.,,99,117.2,,,,
Encryption,Exchange Rate,09-19-15,Parx Racing,"$150,000",Bayern S.,,99,122.8,,,,
Mr Speaker,Pulpit,09-19-15,Laurel Park,"$250,000",Commonwealth Cup S.,2,98,119.4,,,,
I'm a Chatterbox,Munnings,09-19-15,Parx Racing,"$1,000,000",Cotillion S.,1,97,120.4,,,,
One Go All Go,Fairbanks,09-19-15,Laurel Park,"$400,000",Commonwealth Derby,2,95,117.6,,,,
Trouble Kid,Harlan's Holiday,09-19-15,Parx Racing,"$300,000",Gallant Bob S.,3,95,119.5,,,,
Super Majesty,Super Saver,09-19-15,Churchill Downs,"$100,000",Dogwood S.,3,94,118.9,,,,
Kilohana,Deal Breaker,09-19-15,Northlands Park,"$50,000",Red Diamond Express H.,,94,117.4,,,,
Do the Roar,Leroidesanimaux (BRZ),09-19-15,Gulfstream Park,"$75,000",Treasure Coast S.,,94,116.8,,,,
Needmore Flattery,Flatter,09-19-15,Thistledown,"$75,000",Scarlet and Gray H.,,93,116.4,,,,
Pants On Fire,Jump Start,09-19-15,Charles Town,"$100,000",Wild and Wonderful S.,,93,119.5,,,,
Hot City Girl,City Zip,09-19-15,Charles Town,"$350,000",Charles Town Oaks S.,3,92,119.5,,,,
Kiss Moon,Malibu Moon,09-19-15,Kentucky Downs,"$300,000",Ladies Turf S.,,92,118.4,,,,
Amaranth,Mr. Greeley,09-19-15,Stockton,"$50,000",Asparagus S.,,91,117.2,,,,
Brady's Tomboy,Crafty Shaw,09-19-15,Northlands Park,"$50,000",Fall Classic Distaff H.,,91,115.7,,,,
Goodoldhockeygame,Old Forester,09-19-15,Woodbine,"$125,000",Overskate S.,,91,118.4,,,,
Walk of Stars,Street Sense,09-19-15,Charles Town,"$100,000",Pink Ribbon S.,,91,119.6,,,,
Greenway Court,Windsor Castle,09-19-15,Charles Town,"$50,000",It's Only Money S.,,90,114.6,,,,
Return to Grace,English Channel,09-19-15,Kentucky Downs,"$200,000",Dueling Grounds Oaks,,89,118.6,,,,
Rusty Slipper,Lemon Drop Kid,09-19-15,Kentucky Downs,"$150,000",Glen Hill Farm One Dreamer S.,,89,118.4,,,,
Uncle Dave,Langfuhr,09-19-15,Parx Racing,"$100,000",Alphabet Soup H.,,87,117,,,,
Modernstone (GB),Duke of Marmalade (IRE),09-19-15,Kentucky Downs,"$300,000",Ladies Marathon S.,,87,117.2,,,,
Pacific Pink,Private Vow,09-19-15,Louisiana Downs,"$75,000",Elge Rasberry S.,,85,115.8,,,,
Timeless Tales,Gilded Time,09-19-15,Northlands Park,"$49,000",Beaufort S.,,84,114.9,,,,
Aye a Song,Fiber Sonde,09-19-15,Charles Town,"$50,000",Rachel's Turn S.,,83,113,,,,
Blameitontheknight,Sharp Humor,09-19-15,Northlands Park,"$50,000",Alberta Oaks S.,,80,114.1,,,,
Just Google Me,Stormin Fever,09-19-15,Los Alamitos TB,"$100,000",Barretts Debutante S.,,80,119.5,,,,
Stoweshoe,Flatter,09-19-15,Charles Town,"$50,000",Henry Mercer Memorial S.,,77,112.1,,,,
Cajun Spirit,Bernstein,09-19-15,Louisiana Downs,"$75,000",A. L. (Red) Erwin S.,,75,112.5,,,,
Victory Day,Exhi,09-19-15,Northlands Park,"$50,000",Alberta Premier's Futurity,,75,113.5,,,,
Onestaratatime,Cape Canaveral,09-19-15,Northlands Park,"$50,000",Sturgeon River S.,,75,114.2,,,,
Toews On Ice,Archarcharch,09-20-15,Los Alamitos TB,"$100,000",Barretts Juvenile S.,,99,119.3,,,,
Old Harbor,Raffie's Majesty,09-20-15,Belmont Park,"$125,000",John Hettinger S.,,93,118.2,,,,
Lucky Lindy,Harlan's Holiday,09-20-15,Woodbine,"$150,000",Ontario Derby,3,92,116.1,,,,
Kharafa,Kitalpha,09-20-15,Belmont Park,"$125,000",Ashley T. Cole S.,,86,119.4,,,,
Imply,E Dubai,09-20-15,Presque Isle Downs,"$75,000",Mrs. Henry D. Paxson Memorial S.,,86,115.1,,,,
Midnight Miley,Midnight Lute,09-20-15,Woodbine,"$125,000",La Lorgnette S.,,85,115.1,,,,
C U At Eau Claire,Haynesfield,09-20-15,Hastings Racecourse,"$100,000",Sadie Diamond Futurity,,80,115,,,,
Power Corrupt,Storm Victory,09-20-15,Hastings Racecourse,"$100,000",Jack Diamond Futurity,,79,113.7,,,,
Sacred Ovation,Congrats,09-25-15,Los Alamitos TB,"$45,000",Seal Beach S.,,108,119.8,,,,
Fancy Shoes,Brother Derek,09-25-15,Los Alamitos TB,"$35,000",Rossmoor S.,,95,116.9,,,,
Mom's Law,Andromeda's Hero,09-25-15,Finger Lakes,"$50,000",Jack Betta Be Rite S.,,94,117.1,,,,
Light Striker,Afleet Alex,09-25-15,Los Alamitos TB,"$35,000",Long Beach S.,,91,117.2,,,,
Coolidge,El Mirage,09-25-15,Albuquerque,"$55,000",Manzano S.,,83,112.4,,,,
Ultimate Luck,Lucky J. H.,09-25-15,Los Alamitos TB,"$30,000",Buena Park S.,,81,113,,,,
Rock N Bunny,Marino Marini,09-25-15,Los Alamitos TB,"$30,000",Westminster S.,,81,113.7,,,,
Smooth Roller,Hard Spun,09-26-15,Santa Anita Park,"$300,000",Awesome Again S.,1,110,123.3,,,,
Beholder,Henny Hughes,09-26-15,Santa Anita Park,"$300,000",Zenyatta S.,1,107,122.1,,,,
Big Blue Kitten,Kitten's Joy,09-26-15,Belmont Park,"$600,000",Joe Hirsch Turf Classic S.,1,104,122.9,,,,
Rock Fall,Speightstown,09-26-15,Belmont Park,"$400,000",Vosburgh S.,1,104,121.6,,,,
Onus,Blame,09-26-15,Laurel Park,"$150,000",Commonwealth Oaks,3,103,118.3,,,,
Songbird,Medaglia d'Oro,09-26-15,Santa Anita Park,"$300,000",Chandelier S.,1,102,123,,,,
La Verdad,Yes It's True,09-26-15,Belmont Park,"$300,000",Gallant Bloom H.,2,102,121.8,,,,
Geothermal,Unbridled Energy,09-26-15,Churchill Downs,"$175,000",Lukas Classic S.,,100,121.2,,,,
Wedding Toast,Street Sense,09-26-15,Belmont Park,"$400,000",Beldame S.,1,99,122.3,,,,
Valid,Medaglia d'Oro,09-26-15,Gulfstream Park,"$75,000",Groomstick S.,,99,118,,,,
Full Salute,Speightstown,09-26-15,Parx Racing,"$150,000",Hall of Fame S.,,99,116,,,,
Nyquist,Uncle Mo,09-26-15,Santa Anita Park,"$300,000",FrontRunner S.,1,96,120,,,,
Singing Kitty,Ministers Wild Cat,09-26-15,Santa Anita Park,"$70,000",Unzip Me S.,,96,118.7,,,,
Prayed For,Dynaformer,09-26-15,Gulfstream Park,"$75,000",Panama City S.,,95,118.2,,,,
Key to Power,A.P. Indy,09-26-15,Arlington Park,"$50,000",Teleprompter S.,,94,118.3,,,,
Tapiture,Tapit,09-26-15,Churchill Downs,"$100,000",Ack Ack H.,3,92,120.8,,,,
Notte d'Oro,Medaglia d'Oro,09-26-15,Arlington Park,"$50,000",Melanie Frances S.,,92,118.6,,,,
Photo Call (IRE),Galileo (IRE),09-26-15,Santa Anita Park,"$300,000",Rodeo Drive S.,1,91,120,,,,
Rose Brier,Mizzen Mast,09-26-15,Laurel Park,"$60,000",Bert Allen S.,,88,116.1,,,,
Exaggerated,Blame,09-26-15,Laurel Park,"$60,000",Oakley S.,,88,115.9,,,,
Two Notch Road,Partner's Hero,09-26-15,Laurel Park,"$60,000",Punch Line S.,,86,114.5,,,,
Conquest Strate Up,Not Bourbon,09-26-15,Woodbine,"$125,000",La Prevoyante S.,,85,116.9,,,,
Jac's Fact,Kentucky Dane,09-26-15,Thistledown,"$75,000",Catlaunch S.,,84,115.9,,,,
Complete St.,St Averil,09-26-15,Laurel Park,"$60,000",Brookmeade S.,,83,113.3,,,,
Saham,Lemon Drop Kid,09-26-15,Churchill Downs,"$100,000",Jefferson Cup S.,3,83,117.6,,,,
Isotherm,Lonhro (AUS),09-26-15,Belmont Park,"$200,000",Pilgrim S.,3,82,115.4,,,,
Away We Go,Tizway,09-26-15,Laurel Park,"$60,000",Jamestown S.,,72,112.3,,,,
Alert Bay,City Zip,09-27-15,Santa Anita Park,"$200,000",City of Hope Mile S.,2,106,121,,,,
Ivan Fallunovalot,Valid Expectations,09-27-15,Remington Park,"$150,000",Remington Park Sprint Cup S.,,104,120.3,,,,
Shotgun Kowboy,Kodiak Kowboy,09-27-15,Remington Park,"$400,000",Oklahoma Derby,3,101,120.5,,,,
Lochte,Medaglia d'Oro,09-27-15,Gulfstream Park,"$75,000",Mr. Steele S.,,100,119.1,,,,
Flutterby,Congrats,09-27-15,Gulfstream Park,"$75,000",Added Elegance S.,,99,119.4,,,,
Haveyougoneaway,Congrats,09-27-15,Remington Park,"$50,000",Flashy Lady S.,,96,119.1,,,,
Sudden Surprise,Giant Surprise,09-27-15,Belmont Park,"$150,000",Bertram F. Bongard S.,,95,118.6,,,,
Cougar Ridge,Johannesburg,09-27-15,Remington Park,"$100,000",Remington Green S.,,93,117.6,,,,
Ghost Locket,Ghostzapper,09-27-15,Remington Park,"$75,000",Ricks Memorial S.,,93,117.8,,,,
Bring It On Dude,Munnings,09-27-15,Remington Park,"$75,000",Kip Deville S.,,92,116.1,,,,
Wyatt,Pro Prado,09-27-15,Albuquerque,"$60,000",New Mexico Horse Breeders Thoroughbred H.,,90,115.9,,,,
Flipcup,Milwaukee Brew,09-27-15,Woodbine,"$125,000",Classy 'n Smart S.,,88,117,,,,
Gold Rush Dancer,Private Gold,09-27-15,Emerald Downs,"$65,000",Gottstein Futurity,,88,116,,,,
Include Betty,Include,09-27-15,Remington Park,"$200,000",Remington Park Oaks,,88,115.8,,,,
Amis Gizmo,Giant Gizmo,09-27-15,Woodbine,"$125,000",Bull Page S.,,87,116.7,,,,
Melodic,Tale of the Cat,09-27-15,Belmont Park,"$150,000",Joseph A. Gimma S.,,85,118.2,,,,
Mach One Rules,Harbor the Gold,09-27-15,Emerald Downs,"$50,000",NWSS Cahill Road S.,,85,115.4,,,,
Tin Type Gal,Tapit,09-27-15,Belmont Park,"$200,000",Miss Grillo S.,3,84,116,,,,
Stormin the Jewels,Attila's Storm,09-27-15,Albuquerque,"$100,000",Camino Real Futurity,,83,114.1,,,,
Texas Ryano,Curlin,09-27-15,Santa Anita Park,"$75,000",King Pellinore S.,,83,119.3,,,,
Mister Pollard,Pollard's Vision,09-30-15,Indiana Grand,"$85,000",Brickyard S.,,99,119.6,,,,
Derby Express,Unbridled Express,09-30-15,Indiana Grand,"$85,000",Crown Ambassador S.,,86,111,,,,
Easy Victory,Lost Victory,09-30-15,Indiana Grand,"$85,000",Indiana Stallion S.,,86,113,,,,
Cactus Joe,Cactus Ridge,09-30-15,Indiana Grand,"$85,000",Merrillville S.,,85,114.8,,,,
Justice for Themob,Lantana Mob,09-30-15,Indiana Grand,"$85,000",Hillsdale S.,,80,110.5,,,,
Special Talent,Talent Search,09-30-15,Indiana Grand,"$85,000",City of Anderson S.,,72,110.9,,,,
Runhappy,Super Saver,10-02-15,Keeneland,"$250,000",Phoenix S.,3,96,121.9,,,,
Breakin the Fever,Roaring Fever,10-02-15,Finger Lakes,"$50,000",Leon Reed Memorial S.,,94,117,,,,
Gomo,Uncle Mo,10-02-15,Keeneland,"$400,000",Alcibiades S.,1,86,117.6,,,,
Tonalist,Tapit,10-03-15,Belmont Park,"$1,000,000",Jockey Club Gold Cup S.,1,109,125.8,,,,
Amelia's Wild Ride,D'wildcat,10-03-15,Keeneland,"$150,000",Woodford S.,3,107,122.1,,,,
Tepin,Bernstein,10-03-15,Keeneland,"$400,000",First Lady S.,1,105,122.1,,,,
Appealing Tale,Tale of the Cat,10-03-15,Belmont Park,"$400,000",Kelso H.,2,105,123.7,,,,
Golden Sabre,Medaglia d'Oro,10-03-15,Woodbine,"$150,000",Durham Cup S.,3,104,120.1,,,,
Grand Arch,Arch,10-03-15,Keeneland,"$1,000,000",Shadwell Turf Mile S.,1,103,122.6,,,,
Stephanie's Kitten,Kitten's Joy,10-03-15,Belmont Park,"$500,000",Flower Bowl S.,1,102,122.8,,,,
Saraguaro,Express Tour,10-03-15,Gulfstream Park,"$150,000",Florida Sire Foolish Pleasure S.,,101,118.6,,,,
Moment of Delight,A. P. Warrior,10-03-15,Gulfstream Park,"$150,000",Florida Sire Meadow Star S.,,101,118.2,,,,
Wild Dude,Wildcat Heir,10-03-15,Santa Anita Park,"$300,000",Santa Anita Sprint Championship S.,1,100,120.7,,,,
No Silent,Silent Name (JPN),10-03-15,Santa Anita Park,"$100,000",Eddie D S.,3,98,118.3,,,,
Greenpointcrusader,Bernardini,10-03-15,Belmont Park,"$500,000",Champagne S.,1,97,119.9,,,,
Takeover Target,Harlan's Holiday,10-03-15,Belmont Park,"$500,000",Hill Prince S.,3,96,120,,,,
Hey Kiddo,Stonesider,10-03-15,Parx Racing,"$150,000",Roamin Rachel S.,,96,119.1,,,,
Brody's Cause,Giant's Causeway,10-03-15,Keeneland,"$500,000",Breeders' Futurity,1,95,119.6,,,,
Tuttipaesi (IRE),Clodovil (IRE),10-03-15,Suffolk Downs,"$75,000",Suffolk Downs Distaff Turf S.,,93,119,,,,
Alexis Tangier,Tiznow,10-03-15,Santa Anita Park,"$70,000",Swingtime S.,,93,118,,,,
Fioretti,Bernardini,10-03-15,Keeneland,"$250,000",Thoroughbred Club of America S.,2,92,119.6,,,,
Fellowship,Awesome of Course,10-03-15,Gulfstream Park,"$500,000",Florida Sire In Reality S.,,91,119.4,,,,
Nickname,Scat Daddy,10-03-15,Belmont Park,"$400,000",Frizette S.,1,88,121.5,,,,
Worth the Worry,Hook and Ladder,10-03-15,Suffolk Downs,"$75,000",Last Dance S.,,88,114.5,,,,
Flora Dora,First Dude,10-03-15,Gulfstream Park,"$500,000",Florida Sire My Dear Girl S.,,86,118.4,,,,
More Than Most,Indygo Mountain,10-03-15,Retama Park,"$75,000",La Senorita S.,,83,113.5,,,,
Miss Wilby,Imperialism,10-03-15,Suffolk Downs,"$75,000",Louise Kimball S.,,82,112.8,,,,
Andreya's Reward,Warrior's Reward,10-03-15,Gulfstream Park,"$75,000",Our Dear Peggy S.,,80,114,,,,
Cash Bonus,Corinthian,10-03-15,Retama Park,"$75,000",El Joven S.,,78,112.7,,,,
Navy Nurse,Service Stripe,10-03-15,Suffolk Downs,"$75,000",First Episode S.,,77,112.9,,,,
Golden Pirate,Flashstorm,10-03-15,Gulfstream Park,"$75,000",Armed Forces S.,,76,115.5,,,,
Got Lucky,A.P. Indy,10-04-15,Keeneland,"$500,000",Spinster S.,1,103,123,,,,
Ben's Duchess,Munnings,10-04-15,Santa Anita Park,"$100,000",L.A. Woman S.,3,101,121.5,,,,
Our Pure Creation,Pure Prize,10-04-15,Santa Anita Park,"$100,000",California Distaff H.,,98,118.4,,,,
Airoforce,Colonel John,10-04-15,Keeneland,"$250,000",Bourbon S.,3,92,118.1,,,,
Riker,Include,10-04-15,Woodbine,"$150,000",Grey S.,3,87,116.8,,,,
